"","subject","activity","tbody_acceleration_mean_x","tbody_acceleration_mean_y","tbody_acceleration_mean_z","tbody_acceleration_sd_x","tbody_acceleration_sd_y","tbody_acceleration_sd_z","tbody_gyro_mean_x","tbody_gyro_mean_y","tbody_gyro_mean_z","tbody_gyro_sd_x","tbody_gyro_sd_y","tbody_gyro_sd_z","fbody_acceleration_mean_x","fbody_acceleration_mean_y","fbody_acceleration_mean_z","fbody_acceleration_sd_x","fbody_acceleration_sd_y","fbody_acceleration_sd_z"
"166","7","WALKING",NA,NA,0.275592961754386,NA,-0.0992370087385965,-0.286123740877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","7","WALKING_DOWNSTAIRS",NA,NA,0.28030708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","7","WALKING_UPSTAIRS",NA,NA,0.248706923078431,NA,-0.126311666421569,-0.25540312672549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","8","LAYING",NA,NA,0.26448723462963,NA,-0.0910064149862963,-0.884753289074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","8","SITTING",NA,NA,0.267491472934783,NA,-0.0919011319391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","8","STANDING",NA,NA,0.279620986111111,NA,-0.105107936388889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","8","WALKING",NA,NA,0.27468631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","8","WALKING_DOWNSTAIRS",NA,NA,0.283484089210526,NA,-0.0842417195026316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","8","WALKING_UPSTAIRS",NA,NA,0.258880152048781,NA,-0.0683121709268293,-0.168771889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","9","LAYING",NA,NA,0.26702162148,NA,-0.108825454962,-0.9150763577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","9","SITTING",NA,NA,0.2507798281,NA,NA,-0.85125312756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","9","STANDING",NA,NA,0.282310057333333,NA,NA,-0.873529333911111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","9","WALKING",NA,NA,0.278502842115385,NA,-0.0927194763084423,-0.207542925423077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","9","WALKING_DOWNSTAIRS",NA,NA,0.295923445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","9","WALKING_UPSTAIRS",NA,NA,0.262436475714286,NA,-0.0917548549740816,-0.311042260897959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
